text,label
"Homes in Chennai are strong winds, roads blocked.",wind
"Homes in Chennai are relief supplies, #coastalstorm.",aid
"Breaking: Typhoon reported in Bay of Bengal, people stranded.",cyclone
"Urgent: Odisha experiences torrential rain, #cyclone.",heavy_rain
"Breaking: Dangerous swell reported in Andaman Islands, widespread damage.",ocean_conditions
"Tropical depression causes major disruption in Maldives, latest update.",cyclone
"Homes in Andhra coast are distribution of aid, widespread damage.",relief
"Urgent: West Bengal experiences stormy winds, authorities on high alert.",wind
"Homes in Gujarat are tsunami, widespread damage.",tsunami
Residents report mass evacuation in Andhra coast people stranded.,evacuation
"Urgent: Odisha experiences emergency kitchens, #disaster.",relief
Residents report inundation in Bay of Bengal situation worsening.,flooding
"Coastal region of Kerala is struggling with medical aid, widespread damage.",aid
"Strong winds hits Odisha, authorities on high alert.",wind
"Coastal region of Tamil Nadu is struggling with sea waves crashing inland, #floods.",storm_surge
Residents report cloudburst in Odisha people stranded.,heavy_rain
"Authorities confirm heavy rain in Tamil Nadu, authorities on high alert.",heavy_rain
"Urgent: Chennai experiences rip currents, #prayforcoast.",ocean_conditions
"Maldives under helicopter rescue, rescue teams rushed in.",rescue
"Urgent rescue needed causes major disruption in Goa, authorities on high alert.",distress
Residents report seawater rushing in in Maldives roads blocked.,tsunami
"Authorities confirm SOS in Bay of Bengal, casualties feared.",distress
"Seawater rushing in hits Tamil Nadu, situation worsening.",tsunami
"Relief supplies hits Andaman Islands, authorities on high alert.",aid
"Urgent: Odisha experiences coast guard helping, roads blocked.",rescue
Residents report dunes destroyed in West Bengal people stranded.,erosion
"Authorities confirm navy deployed in Mumbai, latest update.",rescue
"Coastal region of Maldives is struggling with inundation, #staysafe.",flooding
"Coastal region of Andaman Islands is struggling with high tide surge, #tsunami.",storm_surge
"Sos causes major disruption in Goa, emergency declared.",distress
"Homes in West Bengal are typhoon, casualties feared.",cyclone
"Breaking: Emergency kitchens reported in Kerala, people stranded.",relief
"Mumbai under flood, rescue teams rushed in.",flooding
West Bengal faces volunteers helping as situation worsening.,relief
"Chennai under distribution of aid, rescue teams rushed in.",relief
"Homes in Odisha are medical aid, #tsunami.",aid
"Homes in Mumbai are tropical depression, #alert.",cyclone
Mumbai faces relief camps set up as dangerous conditions continue.,relief
"Chennai under tidal wave, rescue teams rushed in.",tsunami
"Breaking: Dunes destroyed reported in Chennai, roads blocked.",erosion
"Villagers relocated causes major disruption in Andaman Islands, latest update.",evacuation
Residents report stranded families in Maldives roads blocked.,distress
"Urgent: Maldives experiences rescue operations, latest update.",rescue
Residents report sand washed away in Chennai people stranded.,erosion
"Stormy winds causes major disruption in Maldives, latest update.",wind
"Distribution of aid hits Maldives, authorities on high alert.",relief
"Breaking: Beach erosion reported in Andhra coast, #floods.",erosion
"Andaman Islands under swollen tides, rescue teams rushed in.",ocean_conditions
"Strong winds causes major disruption in Goa, dangerous conditions continue.",wind
Residents report rip currents in Goa roads blocked.,ocean_conditions
"Mumbai under dangerous swell, rescue teams rushed in.",ocean_conditions
"Goa under people moved to shelters, rescue teams rushed in.",evacuation
"Authorities confirm seawater rushing in in Gujarat, dangerous conditions continue.",tsunami
"Kolkata under dunes destroyed, rescue teams rushed in.",erosion
"Homes in Goa are people moved to shelters, people stranded.",evacuation
"Hurricane hits Maldives, situation worsening.",cyclone
"Rough seas hits Goa, breaking news.",ocean_conditions
Andhra coast faces violent gusts as casualties feared.,wind
"Homes in Goa are relief camps set up, widespread damage.",relief
Residents report flash flood in Bay of Bengal widespread damage.,flooding
"Coastal region of Kerala is struggling with distribution of aid, #floods.",relief
"Mass evacuation causes major disruption in Chennai, dangerous conditions continue.",evacuation
"Authorities confirm tidal wave in Gujarat, latest update.",tsunami
"Distribution of aid hits Sri Lanka, dangerous conditions continue.",relief
"Andaman Islands under nonstop rainfall, rescue teams rushed in.",heavy_rain
"Chennai under volunteers helping, rescue teams rushed in.",relief
"Kolkata under dangerous swell, rescue teams rushed in.",ocean_conditions
"Shoreline collapse hits West Bengal, latest update.",erosion
"Cloudburst hits Tamil Nadu, breaking news.",heavy_rain
"Homes in Goa are storm surge, widespread damage.",storm_surge
Maldives faces distribution of aid as casualties feared.,relief
"Breaking: Swollen tides reported in Kolkata, people stranded.",ocean_conditions
"Breaking: Rescue operations reported in Mumbai, #rescue.",rescue
Residents report flood in Bay of Bengal authorities on high alert.,flooding
"Coastal region of Kerala is struggling with gale force winds, roads blocked.",wind
"Coastal region of West Bengal is struggling with heavy rain, people stranded.",heavy_rain
Residents report food packets in Goa latest update.,aid
"Breaking: Tropical depression reported in Kolkata, roads blocked.",cyclone
"Urgent: Tamil Nadu experiences tsunami, widespread damage.",tsunami
"Coastal region of Bay of Bengal is struggling with inundation, widespread damage.",flooding
"Breaking: Swollen tides reported in Mumbai, people stranded.",ocean_conditions
"Breaking: Tsunami reported in Andaman Islands, widespread damage.",tsunami
"Homes in Andaman Islands are emergency kitchens, roads blocked.",relief
"Authorities confirm strong winds in Odisha, authorities on high alert.",wind
"Sos hits Andhra coast, latest update.",distress
Maldives faces tsunami as dangerous conditions continue.,tsunami
"Tsunami causes major disruption in Maldives, dangerous conditions continue.",tsunami
"Homes in Goa are relief camps set up, people stranded.",relief
"Rescue operations hits Mumbai, emergency declared.",rescue
"Authorities confirm cloudburst in Goa, authorities on high alert.",heavy_rain
"Homes in Gujarat are coastal flooding, latest update.",storm_surge
"Odisha under gale force winds, rescue teams rushed in.",wind
"Urgent: Mumbai experiences please help, roads blocked.",distress
"Coastal region of Bay of Bengal is struggling with villagers relocated, people stranded.",evacuation
Kolkata faces high tide surge as latest update.,storm_surge
"Volunteers helping causes major disruption in Kolkata, authorities on high alert.",relief
Odisha faces stormy winds as breaking news.,wind
"Storm surge causes major disruption in West Bengal, situation worsening.",storm_surge
"Shoreline collapse causes major disruption in Kerala, casualties feared.",erosion
Kerala faces clean water as authorities on high alert.,aid
"Breaking: Villagers relocated reported in Andaman Islands, widespread damage.",evacuation
"Odisha under gale force winds, rescue teams rushed in.",wind
"Breaking: Rescue operations reported in Bay of Bengal, widespread damage.",rescue
"Coastal region of Kerala is struggling with emergency kitchens, latest update.",relief
"Maldives under stranded families, rescue teams rushed in.",distress
"Swollen tides hits Gujarat, latest update.",ocean_conditions
"Gale force winds causes major disruption in Kolkata, emergency declared.",wind
"Andaman Islands under people moved to shelters, rescue teams rushed in.",evacuation
"Authorities confirm violent gusts in Gujarat, latest update.",wind
"Chennai under typhoon, rescue teams rushed in.",cyclone
"Cloudburst hits Mumbai, casualties feared.",heavy_rain
"Authorities confirm SOS in Maldives, latest update.",distress
"Villagers relocated causes major disruption in West Bengal, situation worsening.",evacuation
Residents report relief supplies in Tamil Nadu situation worsening.,aid
"Breaking: People moved to shelters reported in Maldives, roads blocked.",evacuation
"Coastal region of Bay of Bengal is struggling with rough seas, #cyclone.",ocean_conditions
"Violent gusts hits Maldives, authorities on high alert.",wind
"Mass evacuation causes major disruption in Andhra coast, casualties feared.",evacuation
"Strong winds hits Gujarat, latest update.",wind
"Storm surge causes major disruption in Odisha, casualties feared.",storm_surge
Chennai faces sea waves crashing inland as emergency declared.,storm_surge
Andaman Islands faces dunes destroyed as emergency declared.,erosion
Tamil Nadu faces hurricane as casualties feared.,cyclone
Residents report relief camps set up in Odisha latest update.,relief
"Gale force winds hits Andaman Islands, latest update.",wind
"Breaking: Medical aid reported in West Bengal, roads blocked.",aid
Residents report shoreline collapse in West Bengal widespread damage.,erosion
Gujarat faces mass evacuation as latest update.,evacuation
Residents report heavy rain in Odisha dangerous conditions continue.,heavy_rain
Residents report clean water in Kolkata people stranded.,aid
"Helicopter rescue hits Maldives, dangerous conditions continue.",rescue
"Authorities confirm heavy rain in Goa, breaking news.",heavy_rain
"Authorities confirm beach erosion in Kerala, latest update.",erosion
"Authorities confirm sea waves crashing inland in Tamil Nadu, latest update.",storm_surge
"Urgent: Odisha experiences hurricane, widespread damage.",cyclone
"Homes in Andaman Islands are medical aid, roads blocked.",aid
"Flood hits Maldives, latest update.",flooding
"Emergency kitchens hits Mumbai, situation worsening.",relief
Gujarat faces flood as breaking news.,flooding
"Urgent: Goa experiences streets submerged, widespread damage.",flooding
Kerala faces stormy winds as dangerous conditions continue.,wind
Residents report seawater rushing in in Goa people stranded.,tsunami
"Violent gusts causes major disruption in Kerala, latest update.",wind
"Authorities confirm tidal wave in Kerala, breaking news.",tsunami
"Odisha under SOS, rescue teams rushed in.",distress
"Urgent: Bay of Bengal experiences streets submerged, widespread damage.",flooding
"Homes in Bay of Bengal are storm surge, widespread damage.",storm_surge
"Rescue operations causes major disruption in Bay of Bengal, emergency declared.",rescue
"Sos hits Odisha, latest update.",distress
Residents report helicopter rescue in Goa widespread damage.,rescue
Residents report flood in Andhra coast roads blocked.,flooding
"Breaking: Urgent rescue needed reported in Kerala, widespread damage.",distress
"Cyclone causes major disruption in Bay of Bengal, situation worsening.",cyclone
"Breaking: Emergency sheltering reported in Tamil Nadu, roads blocked.",evacuation
"Kolkata under waterlogging, rescue teams rushed in.",flooding
Residents report shoreline collapse in Kolkata widespread damage.,erosion
West Bengal faces seawater rushing in as authorities on high alert.,tsunami
"Donations causes major disruption in Sri Lanka, dangerous conditions continue.",aid
"Coastal region of Tamil Nadu is struggling with seawater rushing in, #disaster.",tsunami
Kerala faces dangerous swell as authorities on high alert.,ocean_conditions
"Breaking: Torrential rain reported in Mumbai, #coastalstorm.",heavy_rain
"Emergency sheltering hits Andaman Islands, casualties feared.",evacuation
"Maldives under strong winds, rescue teams rushed in.",wind
"Coastal region of Chennai is struggling with sand washed away, emergency declared.",erosion
"Authorities confirm waterlogging in Tamil Nadu, dangerous conditions continue.",flooding
"Homes in Odisha are relief camps set up, #staysafe.",relief
"Coastal region of Gujarat is struggling with helicopter rescue, casualties feared.",rescue
Residents report cloudburst in Maldives #disaster.,heavy_rain
"Authorities confirm sea waves crashing inland in Kolkata, latest update.",storm_surge
"Seawater rushing in causes major disruption in Gujarat, breaking news.",tsunami
Gujarat faces navy deployed as latest update.,rescue
"Urgent: Maldives experiences shoreline collapse, situation worsening.",erosion
"Coastal region of Gujarat is struggling with clean water, roads blocked.",aid
"Coastal region of Odisha is struggling with emergency kitchens, widespread damage.",relief
"Authorities confirm urgent rescue needed in Chennai, latest update.",distress
"Homes in Tamil Nadu are storm surge, people stranded.",storm_surge
"Breaking: Helicopter rescue reported in Andaman Islands, latest update.",rescue
Maldives faces rescue operations as situation worsening.,rescue
"Urgent: Kerala experiences strong winds, roads blocked.",wind
"Maldives under SOS, rescue teams rushed in.",distress
"Homes in Maldives are seawater rushing in, roads blocked.",tsunami
"Breaking: Stormy winds reported in Bay of Bengal, roads blocked.",wind
"Maldives under coast guard helping, rescue teams rushed in.",rescue
"Homes in West Bengal are sea waves crashing inland, widespread damage.",storm_surge
"Homes in Goa are helicopter rescue, situation worsening.",rescue
Residents report storm surge in Gujarat roads blocked.,storm_surge
"Coastal region of Kolkata is struggling with dangerous swell, people stranded.",ocean_conditions
"Urgent: Mumbai experiences please help, widespread damage.",distress
"Urgent: Tamil Nadu experiences food packets, people stranded.",aid
Residents report swollen tides in Chennai people stranded.,ocean_conditions
"Authorities confirm volunteers helping in Chennai, situation worsening.",relief
"Breaking: Inundation reported in Kolkata, roads blocked.",flooding
"Storm surge causes major disruption in Gujarat, authorities on high alert.",storm_surge
"Hurricane causes major disruption in Andaman Islands, latest update.",cyclone
"Urgent: Andhra coast experiences stormy winds, widespread damage.",wind
Kerala faces tidal wave as situation worsening.,tsunami
"Medical aid hits Bay of Bengal, situation worsening.",aid
"Urgent: Odisha experiences cyclone, widespread damage.",cyclone
"Kerala under please help, rescue teams rushed in.",distress
"West Bengal under seawater rushing in, rescue teams rushed in.",tsunami
"Homes in Gujarat are gale force winds, people stranded.",wind
"Homes in Tamil Nadu are torrential rain, emergency declared.",heavy_rain
"Coast guard helping hits West Bengal, emergency declared.",rescue
"Chennai under flash flood, rescue teams rushed in.",flooding
"Tropical depression hits Odisha, emergency declared.",cyclone
"Urgent: Kolkata experiences rip currents, #staysafe.",ocean_conditions
"Kerala under stormy winds, rescue teams rushed in.",wind
"Breaking: Tropical depression reported in West Bengal, latest update.",cyclone
"Authorities confirm giant wave in Andaman Islands, breaking news.",tsunami
"Homes in Andhra coast are seawater rushing in, people stranded.",tsunami
Tamil Nadu faces emergency sheltering as casualties feared.,evacuation
"Helicopter rescue causes major disruption in Bay of Bengal, emergency declared.",rescue
"Breaking: Distribution of aid reported in Chennai, #tsunami.",relief
"Breaking: Nonstop rainfall reported in Bay of Bengal, widespread damage.",heavy_rain
"Breaking: Gale force winds reported in Kerala, authorities on high alert.",wind
"Coastal region of Goa is struggling with clean water, widespread damage.",aid
"Homes in Tamil Nadu are coastal flooding, #disaster.",storm_surge
Residents report sand washed away in Tamil Nadu people stranded.,erosion
Mumbai faces distribution of aid as situation worsening.,relief
"Urgent: Mumbai experiences SOS, emergency declared.",distress
"Clean water hits West Bengal, casualties feared.",aid
Residents report emergency sheltering in Chennai widespread damage.,evacuation
Residents report high tide surge in Andhra coast #prayforcoast.,storm_surge
"Coastal region of Bay of Bengal is struggling with distribution of aid, #floods.",relief
"Authorities confirm gale force winds in Sri Lanka, breaking news.",wind
Kolkata faces helicopter rescue as casualties feared.,rescue
"Gujarat under shoreline collapse, rescue teams rushed in.",erosion
Residents report gale force winds in Mumbai latest update.,wind
"Kolkata under dunes destroyed, rescue teams rushed in.",erosion
Tamil Nadu faces nonstop rainfall as casualties feared.,heavy_rain
"Breaking: Navy deployed reported in Maldives, #cyclone.",rescue
"Tidal wave causes major disruption in Odisha, authorities on high alert.",tsunami
"Urgent: Kerala experiences please help, #disaster.",distress
"Coastal region of West Bengal is struggling with volunteers helping, widespread damage.",relief
"Homes in Bay of Bengal are mass evacuation, roads blocked.",evacuation
"Breaking: Stranded families reported in West Bengal, widespread damage.",distress
Residents report tsunami in Gujarat #breaking.,tsunami
"Authorities confirm cloudburst in Goa, latest update.",heavy_rain
"Homes in Bay of Bengal are dangerous swell, roads blocked.",ocean_conditions
"Breaking: Streets submerged reported in Andaman Islands, roads blocked.",flooding
"Homes in West Bengal are mass evacuation, #prayforcoast.",evacuation
"Homes in Odisha are rip currents, widespread damage.",ocean_conditions
"Authorities confirm hurricane in Gujarat, situation worsening.",cyclone
"Flash flood hits Maldives, dangerous conditions continue.",flooding
"Urgent: Kerala experiences emergency kitchens, casualties feared.",relief
"Coastal region of Sri Lanka is struggling with heavy rain, widespread damage.",heavy_rain
"Villagers relocated hits Tamil Nadu, casualties feared.",evacuation
"Authorities confirm torrential rain in Andaman Islands, latest update.",heavy_rain
"Urgent: Chennai experiences emergency kitchens, roads blocked.",relief
"Waterlogging hits Chennai, emergency declared.",flooding
Bay of Bengal faces donations as breaking news.,aid
"Urgent: Gujarat experiences tsunami, #staysafe.",tsunami
"Authorities confirm emergency sheltering in Kolkata, breaking news.",evacuation
"Homes in Kolkata are urgent rescue needed, widespread damage.",distress
"Authorities confirm please help in Maldives, latest update.",distress
"Breaking: High tide surge reported in Andaman Islands, roads blocked.",storm_surge
"Breaking: Stranded families reported in Mumbai, #floods.",distress
Kerala faces violent gusts as authorities on high alert.,wind
"Streets submerged hits Kerala, casualties feared.",flooding
"Relief camps set up hits Chennai, casualties feared.",relief
"Homes in Andaman Islands are shoreline collapse, widespread damage.",erosion
"Coastal region of Sri Lanka is struggling with navy deployed, roads blocked.",rescue
"Authorities confirm rough seas in Tamil Nadu, situation worsening.",ocean_conditions
"Coastal region of West Bengal is struggling with cloudburst, #disaster.",heavy_rain
"Breaking: Inundation reported in Sri Lanka, widespread damage.",flooding
"Breaking: Navy deployed reported in Gujarat, roads blocked.",rescue
West Bengal faces food packets as emergency declared.,aid
"Relief camps set up hits Andaman Islands, authorities on high alert.",relief
"Emergency kitchens hits Tamil Nadu, dangerous conditions continue.",relief
"Homes in Chennai are distribution of aid, #tsunami.",relief
"Gale force winds hits Andaman Islands, authorities on high alert.",wind
"Homes in Maldives are heavy rain, people stranded.",heavy_rain
"Authorities confirm navy deployed in Bay of Bengal, authorities on high alert.",rescue
Sri Lanka faces stranded families as casualties feared.,distress
Bay of Bengal faces helicopter rescue as situation worsening.,rescue
Odisha faces navy deployed as authorities on high alert.,rescue
"Goa under rough seas, rescue teams rushed in.",ocean_conditions
"Urgent: Gujarat experiences donations, people stranded.",aid
Mumbai faces distribution of aid as situation worsening.,relief
"Homes in Kolkata are rip currents, dangerous conditions continue.",ocean_conditions
"Urgent: Kerala experiences nonstop rainfall, situation worsening.",heavy_rain
"Coastal region of Maldives is struggling with donations, #cyclone.",aid
Residents report shoreline collapse in Kolkata people stranded.,erosion
"Urgent: Kolkata experiences beach erosion, #rescue.",erosion
"Bay of Bengal under helicopter rescue, rescue teams rushed in.",rescue
"Kolkata under typhoon, rescue teams rushed in.",cyclone
Chennai faces violent gusts as authorities on high alert.,wind
"Coastal region of Odisha is struggling with navy deployed, widespread damage.",rescue
Kerala faces cloudburst as casualties feared.,heavy_rain
"Urgent: Bay of Bengal experiences clean water, #prayforcoast.",aid
"Authorities confirm relief camps set up in Chennai, emergency declared.",relief
"Homes in West Bengal are stranded families, breaking news.",distress
Residents report stormy winds in Kerala casualties feared.,wind
"Sand washed away causes major disruption in Andhra coast, emergency declared.",erosion
"Food packets hits Goa, situation worsening.",aid
"Kerala under clean water, rescue teams rushed in.",aid
"Coastal region of Andaman Islands is struggling with donations, people stranded.",aid
"Beach erosion causes major disruption in Gujarat, situation worsening.",erosion
Bay of Bengal faces nonstop rainfall as latest update.,heavy_rain
"Coastal region of Sri Lanka is struggling with seawater rushing in, roads blocked.",tsunami
"Authorities confirm people moved to shelters in Chennai, emergency declared.",evacuation
"Coastal region of Mumbai is struggling with food packets, emergency declared.",aid
"Urgent: Sri Lanka experiences urgent rescue needed, casualties feared.",distress
Andhra coast faces swollen tides as emergency declared.,ocean_conditions
"Coastal region of Odisha is struggling with heavy rain, widespread damage.",heavy_rain
"Authorities confirm severe storm in Kerala, latest update.",cyclone
"Torrential rain causes major disruption in Andaman Islands, dangerous conditions continue.",heavy_rain
"Breaking: Hurricane reported in Tamil Nadu, roads blocked.",cyclone
Bay of Bengal faces coast guard helping as dangerous conditions continue.,rescue
"Sos hits West Bengal, dangerous conditions continue.",distress
Goa faces inundation as authorities on high alert.,flooding
"Urgent: Chennai experiences SOS, #staysafe.",distress
"Authorities confirm helicopter rescue in Maldives, casualties feared.",rescue
"Homes in Kolkata are sea waves crashing inland, situation worsening.",storm_surge
Bay of Bengal faces emergency sheltering as casualties feared.,evacuation
"Breaking: Donations reported in Gujarat, widespread damage.",aid
"Goa under heavy rain, rescue teams rushed in.",heavy_rain
"Volunteers helping hits Gujarat, dangerous conditions continue.",relief
Gujarat faces rip currents as emergency declared.,ocean_conditions
Residents report typhoon in West Bengal dangerous conditions continue.,cyclone
"Urgent: Gujarat experiences relief camps set up, people stranded.",relief
"Homes in Odisha are beach erosion, people stranded.",erosion
"Kolkata under tsunami, rescue teams rushed in.",tsunami
Andhra coast faces coast guard helping as emergency declared.,rescue
"Swollen tides hits Bay of Bengal, situation worsening.",ocean_conditions
"Tsunami hits Tamil Nadu, latest update.",tsunami
"Homes in Bay of Bengal are dunes destroyed, roads blocked.",erosion
"Urgent: Kolkata experiences donations, situation worsening.",aid
"Authorities confirm flash flood in Chennai, casualties feared.",flooding
"Cloudburst causes major disruption in West Bengal, dangerous conditions continue.",heavy_rain
"Breaking: Stormy winds reported in Gujarat, casualties feared.",wind
Residents report donations in Andhra coast breaking news.,aid
"Breaking: Hurricane reported in Bay of Bengal, roads blocked.",cyclone
"Gujarat under coast guard helping, rescue teams rushed in.",rescue
"Urgent: Tamil Nadu experiences violent gusts, authorities on high alert.",wind
"Urgent: Kerala experiences emergency sheltering, situation worsening.",evacuation
"Urgent: Tamil Nadu experiences dunes destroyed, roads blocked.",erosion
"Tamil Nadu under coast guard helping, rescue teams rushed in.",rescue
"Coastal region of Maldives is struggling with strong winds, latest update.",wind
"Goa under stormy winds, rescue teams rushed in.",wind
Andhra coast faces torrential rain as dangerous conditions continue.,heavy_rain
"Urgent: Chennai experiences giant wave, #disaster.",tsunami
"Homes in Kerala are please help, people stranded.",distress
"Authorities confirm navy deployed in Bay of Bengal, situation worsening.",rescue
"Homes in Maldives are sand washed away, latest update.",erosion
"Urgent: Tamil Nadu experiences dangerous swell, #tsunami.",ocean_conditions
"Homes in Bay of Bengal are mass evacuation, emergency declared.",evacuation
"Coastal region of West Bengal is struggling with stranded families, #staysafe.",distress
"Coastal region of Maldives is struggling with cloudburst, people stranded.",heavy_rain
"Dangerous swell causes major disruption in Andhra coast, dangerous conditions continue.",ocean_conditions
"Homes in Mumbai are inundation, situation worsening.",flooding
Bay of Bengal faces distribution of aid as latest update.,relief
"Gale force winds causes major disruption in West Bengal, situation worsening.",wind
"Homes in Bay of Bengal are giant wave, people stranded.",tsunami
Mumbai faces sea waves crashing inland as casualties feared.,storm_surge
"Homes in Andaman Islands are severe storm, widespread damage.",cyclone
"Stranded families causes major disruption in Andhra coast, emergency declared.",distress
"Tsunami hits Bay of Bengal, situation worsening.",tsunami
"Coastal region of Sri Lanka is struggling with swollen tides, widespread damage.",ocean_conditions
Sri Lanka faces villagers relocated as breaking news.,evacuation
"Breaking: Streets submerged reported in Kerala, people stranded.",flooding
"Please help causes major disruption in Kerala, authorities on high alert.",distress
"Heavy rain causes major disruption in Maldives, dangerous conditions continue.",heavy_rain
"Bay of Bengal under rip currents, rescue teams rushed in.",ocean_conditions
"Coastal region of Bay of Bengal is struggling with cloudburst, people stranded.",heavy_rain
"Authorities confirm people moved to shelters in Chennai, dangerous conditions continue.",evacuation
"Coastal region of Tamil Nadu is struggling with SOS, widespread damage.",distress
Odisha faces mass evacuation as breaking news.,evacuation
"Coastal region of Andaman Islands is struggling with beach erosion, #coastalstorm.",erosion
"Coast guard helping hits Mumbai, latest update.",rescue
"Coastal region of Andhra coast is struggling with coastal flooding, people stranded.",storm_surge
"Urgent: Andaman Islands experiences emergency kitchens, roads blocked.",relief
Residents report emergency kitchens in Andaman Islands roads blocked.,relief
"Urgent: Kerala experiences stormy winds, people stranded.",wind
"West Bengal under people moved to shelters, rescue teams rushed in.",evacuation
"Authorities confirm gale force winds in Goa, latest update.",wind
"Tsunami causes major disruption in Kerala, latest update.",tsunami
"Rough seas causes major disruption in Kerala, authorities on high alert.",ocean_conditions
"Breaking: Typhoon reported in Andhra coast, roads blocked.",cyclone
"Breaking: Food packets reported in Kerala, emergency declared.",aid
"Authorities confirm cloudburst in Bay of Bengal, dangerous conditions continue.",heavy_rain
"Homes in Andaman Islands are emergency sheltering, roads blocked.",evacuation
"Relief supplies hits Odisha, dangerous conditions continue.",aid
"Breaking: Donations reported in Tamil Nadu, #alert.",aid
"Breaking: Mass evacuation reported in Kerala, people stranded.",evacuation
"Urgent: West Bengal experiences tropical depression, situation worsening.",cyclone
"Breaking: Tropical depression reported in Andhra coast, #cyclone.",cyclone
"Authorities confirm villagers relocated in Andhra coast, latest update.",evacuation
"Mumbai under swollen tides, rescue teams rushed in.",ocean_conditions
"Medical aid causes major disruption in Tamil Nadu, authorities on high alert.",aid
"Urgent: Andhra coast experiences violent gusts, situation worsening.",wind
"Authorities confirm tsunami in Gujarat, latest update.",tsunami
"Breaking: Flood reported in Andaman Islands, people stranded.",flooding
"Tropical depression causes major disruption in Bay of Bengal, breaking news.",cyclone
Residents report people moved to shelters in Sri Lanka casualties feared.,evacuation
"Authorities confirm clean water in Tamil Nadu, situation worsening.",aid
"Emergency sheltering hits Sri Lanka, emergency declared.",evacuation
"Urgent: Maldives experiences donations, authorities on high alert.",aid
Tamil Nadu faces emergency kitchens as dangerous conditions continue.,relief
"Homes in Sri Lanka are sea waves crashing inland, people stranded.",storm_surge
"Goa under streets submerged, rescue teams rushed in.",flooding
"Breaking: Flash flood reported in Kolkata, #tsunami.",flooding
"Authorities confirm donations in West Bengal, authorities on high alert.",aid
Residents report navy deployed in Andhra coast #coastalstorm.,rescue
"Homes in Kerala are urgent rescue needed, #alert.",distress
"Homes in Odisha are tsunami, roads blocked.",tsunami
"Homes in Maldives are medical aid, authorities on high alert.",aid
Andhra coast faces sea waves crashing inland as breaking news.,storm_surge
Kolkata faces storm surge as situation worsening.,storm_surge
"Coast guard helping causes major disruption in Sri Lanka, dangerous conditions continue.",rescue
"Urgent: Bay of Bengal experiences cyclone, widespread damage.",cyclone
"High tide surge causes major disruption in Chennai, dangerous conditions continue.",storm_surge
"Breaking: Volunteers helping reported in Odisha, people stranded.",relief
"Authorities confirm sea waves crashing inland in Tamil Nadu, emergency declared.",storm_surge
"Breaking: Torrential rain reported in Mumbai, dangerous conditions continue.",heavy_rain
"Breaking: Emergency kitchens reported in Kolkata, roads blocked.",relief
Chennai faces streets submerged as latest update.,flooding
"Coastal region of Andaman Islands is struggling with emergency sheltering, people stranded.",evacuation
"Coastal region of Maldives is struggling with storm surge, authorities on high alert.",storm_surge
"Homes in West Bengal are rough seas, widespread damage.",ocean_conditions
Andhra coast faces seawater rushing in as casualties feared.,tsunami
"Coastal region of Kerala is struggling with sea waves crashing inland, #tsunami.",storm_surge
"People moved to shelters causes major disruption in Odisha, dangerous conditions continue.",evacuation
"Urgent: Andaman Islands experiences dangerous swell, #breaking.",ocean_conditions
Residents report dangerous swell in West Bengal casualties feared.,ocean_conditions
"Urgent: Gujarat experiences swollen tides, authorities on high alert.",ocean_conditions
Residents report volunteers helping in Tamil Nadu latest update.,relief
"Urgent: Chennai experiences emergency sheltering, #disaster.",evacuation
"Coastal region of West Bengal is struggling with strong winds, widespread damage.",wind
"Food packets causes major disruption in Goa, emergency declared.",aid
"Beach erosion causes major disruption in Maldives, latest update.",erosion
"Breaking: Tsunami reported in Andaman Islands, roads blocked.",tsunami
"Andhra coast under villagers relocated, rescue teams rushed in.",evacuation
"Breaking: Volunteers helping reported in West Bengal, breaking news.",relief
"Urgent: Maldives experiences torrential rain, casualties feared.",heavy_rain
"Coastal region of Odisha is struggling with villagers relocated, #rescue.",evacuation
"Coastal region of Tamil Nadu is struggling with heavy rain, roads blocked.",heavy_rain
"Relief camps set up causes major disruption in Mumbai, latest update.",relief
"Urgent: Bay of Bengal experiences nonstop rainfall, #prayforcoast.",heavy_rain
"Authorities confirm mass evacuation in Andaman Islands, authorities on high alert.",evacuation
"Urgent rescue needed hits Goa, emergency declared.",distress
"Coastal region of Odisha is struggling with rip currents, #rescue.",ocean_conditions
"Helicopter rescue causes major disruption in Kerala, situation worsening.",rescue
Chennai faces villagers relocated as casualties feared.,evacuation
"Urgent: Bay of Bengal experiences urgent rescue needed, roads blocked.",distress
"Authorities confirm relief supplies in Sri Lanka, latest update.",aid
"Urgent: Gujarat experiences people moved to shelters, people stranded.",evacuation
Sri Lanka faces flash flood as latest update.,flooding
"Authorities confirm shoreline collapse in Andhra coast, casualties feared.",erosion
"Flash flood hits West Bengal, casualties feared.",flooding
"Seawater rushing in causes major disruption in Odisha, latest update.",tsunami
"Hurricane causes major disruption in Chennai, casualties feared.",cyclone
"Homes in Tamil Nadu are hurricane, roads blocked.",cyclone
West Bengal faces relief camps set up as dangerous conditions continue.,relief
"Tamil Nadu under donations, rescue teams rushed in.",aid
Kolkata faces storm surge as casualties feared.,storm_surge
"Homes in West Bengal are swollen tides, latest update.",ocean_conditions
"Authorities confirm sand washed away in West Bengal, situation worsening.",erosion
Andhra coast faces flash flood as latest update.,flooding
"Breaking: Heavy rain reported in Gujarat, dangerous conditions continue.",heavy_rain
"Homes in Andhra coast are rip currents, widespread damage.",ocean_conditions
"Gale force winds causes major disruption in Andhra coast, authorities on high alert.",wind
"Sand washed away hits Kerala, dangerous conditions continue.",erosion
